Sl No,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
31,Tamil Nadu,2001,62406,31401,31005,50317.27718,49682.72282,309602,496109.3485,1960,3140.723648,3546,5682.145948,4408,7063.423389,8956,14351.18418,11930,19116.75159,17100,27401.21142,4278,6855.110086,208,333.3012851,720,1153.735218,1630,2611.92834,38,60.89158094,0,0,316,506.3615678,382,612.1206294,56858,91109.82918,28,44.86748069,2024,3243.27789,1904,3050.988687,690,1105.662917,1214,1945.32577,3324,5326.410922,846,1355.638881,24462,39198.15402,12,19.2289203,846,1355.638881,10392,16652.24498,1344,2153.639073,33418,53549.3382,152936,245066.1795
32,Tripura,2001,3199,1642,1557,51328.54017,48671.45983,5602,175117.2241,62,1938.105658,116,3626.133167,50,1562.988434,12,375.1172241,396,12378.8684,62,1938.105658,34,1062.832135,12,375.1172241,8,250.0781494,454,14191.93498,0,0,0,0,52,1625.507971,32,1000.312598,824,25758.04939,0,0,0,0,186,5814.316974,116,3626.133167,70,2188.183807,480,15004.68897,204,6376.99281,506,15817.44295,0,0,204,6376.99281,276,8627.696155,126,3938.730853,518,16192.56018,1710,53454.20444
33,Uttar Pradesh,2001,166198,87565,78633,52687.15628,47312.84372,356258,214357.5735,1624,977.1477394,5740,3453.711838,15928,9583.749504,12378,7447.743053,16822,10121.66211,14258,8578.923934,10726,6453.747939,294,176.8974356,6860,4127.60683,14730,8862.922538,2372,1427.213324,0,0,1810,1089.062444,4422,2660.681837,35632,21439.48784,0,0,5150,3098.713583,8660,5210.652354,2902,1746.110061,5758,3464.542293,15202,9146.921142,3916,2356.225707,41644,25056.85989,76,45.72858879,3916,2356.225707,14686,8836.448092,7650,4602.943477,54022,32504.60294,115678,69602.52229
34,Uttarakhand,2001,8489,4326,4163,50960.06597,49039.93403,16146,190199.0812,60,706.7970315,206,2426.669808,558,6573.212393,748,8811.402992,1066,12557.42726,882,10389.91636,636,7492.048533,8,94.23960419,342,4028.743079,602,7091.530216,76,895.2762398,0,0,64,753.9168335,112,1319.354459,1660,19554.71787,0,0,168,1979.031688,366,4311.461892,114,1342.91436,252,2968.547532,632,7444.928731,148,1743.432678,2090,24620.0966,6,70.67970315,148,1743.432678,880,10366.35646,382,4499.9411,2838,33431.49959,4454,52467.89963
35,West Bengal,2001,80176,41466,38710,51718.71882,48281.28118,123126,153569.6468,204,254.4402315,1908,2379.764518,898,1120.035921,5124,6390.939932,852,1062.662143,4562,5689.98204,2432,3033.326681,204,254.4402315,972,1212.332868,7718,9626.322091,1162,1449.311515,0,0,548,683.4963081,530,661.0456995,7316,9124.925165,6,7.48353622,96,119.7365795,1750,2182.698064,360,449.0121732,1390,1733.685891,3188,3976.252245,1418,1768.60906,23366,29143.38455,842,1050.189583,1418,1768.60906,6190,7720.514867,1320,1646.377968,28490,35534.32449,50520,63011.37498
36,A&N Islands,2002,366,201,165,54918.03279,45081.96721,1216,332240.4372,4,1092.896175,34,9289.617486,6,1639.344262,4,1092.896175,98,26775.95628,0,0,22,6010.928962,0,0,8,2185.79235,8,2185.79235,2,546.4480874,0,0,2,546.4480874,0,0,194,53005.46448,0,0,6,1639.344262,4,1092.896175,2,546.4480874,2,546.4480874,34,9289.617486,4,1092.896175,94,25683.06011,0,0,4,1092.896175,22,6010.928962,14,3825.136612,98,26775.95628,656,179234.9727
37,Andhra Pradesh,2002,77154,38976,38179,50517.14752,49484.14859,287220,372268.4501,1982,2568.888198,7598,9847.836794,3288,4261.606657,7088,9186.821163,15256,19773.44013,17382,22528.96804,13466,17453.40488,310,401.793815,2100,2721.829069,14036,18192.18705,330,427.7159966,0,0,394,510.6669777,898,1163.905954,79678,103271.3793,0,0,4048,5246.649558,2604,3375.068046,896,1161.313736,1708,2213.75431,5050,6545.350857,2004,2597.402597,31356,40640.79633,6,7.776654483,2004,2597.402597,4280,5547.346865,1296,1679.757368,38444,49827.61749,72770,94317.85779
38,Arunachal Pradesh,2002,1112,587,525,52787.76978,47212.23022,4456,400719.4245,40,3597.122302,136,12230.21583,76,6834.532374,102,9172.661871,498,44784.17266,0,0,58,5215.827338,10,899.2805755,46,4136.690647,26,2338.129496,12,1079.136691,0,0,44,3956.834532,0,0,802,72122.30216,0,0,4,359.7122302,114,10251.79856,38,3417.266187,76,6834.532374,122,10971.22302,76,6834.532374,688,61870.5036,0,0,76,6834.532374,42,3776.978417,192,17266.18705,790,71043.16547,1368,123021.5827
39,Assam,2002,27071,13981,13090,51645.67249,48354.32751,72692,268523.5122,876,3235.935134,1968,7269.772081,958,3538.842304,992,3664.437959,5008,18499.50131,3914,14458.27638,1438,5311.957445,114,421.1148461,1116,4122.492704,3388,12515.23771,110,406.3388866,0,0,946,3494.514425,140,517.158583,9528,35196.33556,0,0,14,51.7158583,3190,11783.82771,638,2356.765542,2552,9427.06217,2506,9257.138635,1940,7166.340364,10118,37375.78959,36,132.9836356,1940,7166.340364,6028,22267.37099,1214,4484.503712,11110,41040.22755,17150,63351.92642
40,Bihar,2002,84612,44065,40548,52078.90134,47922.28053,188080,222285.255,1200,1418.238548,1242,1467.876897,7052,8334.515199,2262,2673.379662,6376,7535.57415,4994,5902.236089,3622,4280.716683,144,170.1886257,2430,2871.933059,3154,3727.60365,792,936.0374415,0,0,2578,3046.849147,1854,2191.178556,17540,20729.92011,76,89.82177469,12,14.18238548,4722,5580.768685,3234,3822.152886,1488,1758.615799,7424,8774.169149,2080,2458.280149,18028,21306.67045,282,333.2860587,2080,2458.280149,17350,20505.36567,4576,5408.216329,20290,23980.05011,78290,92528.24658
41,Chandigarh,2002,922,523,400,56724.51193,43383.94794,7612,825596.5293,10,1084.598698,72,7809.110629,70,7592.190889,1234,133839.4794,672,72885.03254,14,1518.438178,362,39262.47289,10,1084.598698,70,7592.190889,112,12147.50542,14,1518.438178,0,0,2,216.9197397,2,216.9197397,214,23210.41215,0,0,56,6073.752711,108,11713.66594,14,1518.438178,94,10195.22777,62,6724.511931,36,3904.555315,2060,223427.3319,2,216.9197397,36,3904.555315,156,16919.7397,52,5639.913232,3294,357266.8113,2222,240997.8308
42,Chhattisgarh,2002,21197,10653,10544,50257.11186,49742.88814,75900,358069.5381,470,2217.2949,2966,13992.54612,906,4274.189744,1778,8387.979431,7462,35203.09478,1926,9086.191442,786,3708.071897,36,169.8353541,192,905.788555,1306,6161.249233,48,226.4471387,0,0,288,1358.682832,170,802.0002831,8968,42307.87376,0,0,294,1386.988725,356,1679.482946,48,226.4471387,308,1453.035807,1688,7963.391046,1984,9359.815068,6826,32202.67019,12,56.61178469,1984,9359.815068,1634,7708.638015,652,3075.906968,8604,40590.64962,35152,165834.7879
43,D&N Haveli,2002,222,128,94,57657.65766,42342.34234,698,314414.4144,4,1801.801802,6,2702.702703,4,1801.801802,76,34234.23423,76,34234.23423,0,0,20,9009.009009,0,0,24,10810.81081,6,2702.702703,0,0,0,0,6,2702.702703,0,0,58,26126.12613,0,0,0,0,18,8108.108108,8,3603.603604,10,4504.504505,22,9909.90991,8,3603.603604,74,33333.33333,0,0,8,3603.603604,10,4504.504505,2,900.9009009,150,67567.56757,284,127927.9279
44,Daman & Diu,2002,171,100,71,58479.53216,41520.46784,522,305263.1579,4,2339.181287,0,0,6,3508.77193,70,40935.67251,112,65497.07602,0,0,20,11695.90643,0,0,10,5847.953216,6,3508.77193,0,0,0,0,4,2339.181287,0,0,36,21052.63158,0,0,0,0,6,3508.77193,2,1169.590643,4,2339.181287,16,9356.725146,0,0,42,24561.40351,0,0,0,0,32,18713.45029,2,1169.590643,112,65497.07602,156,91228.07018
45,Delhi UT,2002,14273,7846,6428,54970.92412,45036.08211,98274,688530.7924,114,798.7108527,892,6249.56211,880,6165.487284,14868,104168.7102,4720,33069.43179,832,5829.187977,4196,29398.16437,92,644.5736706,888,6221.537168,270,1891.683598,136,952.8480348,0,0,94,658.5861417,270,1891.683598,3702,25937.084,0,0,256,1793.596301,2646,18538.49926,860,6025.362573,1786,12513.13669,1062,7440.622154,806,5647.025853,18382,128788.6219,134,938.8355637,806,5647.025853,278,1947.733483,1004,7034.260492,33250,232957.332,41752,292524.3467
46,Goa,2002,1354,695,658,51329.39439,48596.75037,4880,360413.5894,50,3692.762186,36,2658.788774,40,2954.209749,292,21565.73117,752,55539.14328,404,29837.51846,156,11521.41802,6,443.1314623,54,3988.183161,16,1181.6839,8,590.8419498,0,0,10,738.5524372,4,295.4209749,472,34859.67504,0,0,12,886.2629247,18,1329.394387,8,590.8419498,10,738.5524372,60,4431.314623,24,1772.525849,700,51698.67061,0,0,24,1772.525849,158,11669.12851,48,3545.051699,992,73264.40177,1560,115214.1802
47,Gujarat,2002,51556,26872,24684,52121.96447,47878.03553,213350,413821.8636,3830,7428.815269,1500,2909.457677,1518,2944.371169,12390,24032.12041,10654,20664.90806,6516,12638.68415,2914,5652.106447,92,178.4467375,2770,5372.79851,6642,12883.07859,26,50.43059974,0,0,1608,3118.93863,124,240.515168,27062,52490.49577,0,0,208,403.4447979,2030,3937.466056,416,806.8895958,1614,3130.576461,3064,5943.052215,534,1035.766933,19094,37035.45659,24,46.55132283,534,1035.766933,7330,14217.54985,2196,4259.446039,31484,61067.577,101224,196337.9626
48,Haryana,2002,21579,11605,9975,53779.13712,46225.49701,80304,372139.5801,398,1844.385745,908,4207.794615,974,4513.647528,5910,27387.73808,6096,28249.6872,1910,8851.197924,1866,8647.295982,64,296.5846425,1158,5366.328375,3130,14504.84267,178,824.8760369,2,9.268270077,122,565.3644747,512,2372.67714,9028,41836.97113,0,0,2848,13198.01659,854,3957.551323,274,1269.753001,580,2687.798322,1520,7043.885259,720,3336.577228,6014,27869.68812,324,1501.459753,722,3345.845498,1400,6487.789054,660,3058.529126,11924,55257.4262,33708,156207.4239
49,Himachal Pradesh,2002,6157,3130,3027,50836.44632,49163.55368,24486,397693.682,290,4710.086081,652,10589.57284,172,2793.568296,284,4612.636024,1420,23063.18012,964,15656.9758,274,4450.219263,0,0,150,2436.251421,468,7601.104434,12,194.9001137,0,0,0,0,12,194.9001137,2952,47945.42797,0,0,24,389.8002274,276,4482.702615,44,714.6337502,232,3768.068865,246,3995.452331,274,4450.219263,844,13707.97466,2,32.48335228,274,4450.219263,1292,20984.24557,36,584.7003411,1128,18320.61069,13842,224817.2811
50,India,2002,1045547,540936,504611,51737.12899,48262.87101,3560660,340554.7527,23640,2261.017439,67886,6492.869283,60760,5811.312165,133336,12752.75047,192922,18451.77692,128088,12250.81225,92542,8851.060737,3044,291.1394705,28054,2683.1888,98474,9418.419258,7248,693.2256513,6,0.573862294,12202,1167.044619,13644,1304.962857,530050,50695.9515,152,14.53784478,20310,1942.523865,43700,4179.630375,14688,1404.814896,29012,2774.815479,70580,6750.533453,32740,3131.375251,361588,34583.61987,3682,352.1601611,32746,3131.949114,137890,13188.31196,37528,3589.317362,494924,47336.37034,1460594,139696.6373
51,Jammu & Kashmir,2002,10301,5439,4862,52800.69896,47199.30104,39934,387671.0999,772,7494.418018,1570,15241.23871,2480,24075.33249,1328,12891.95224,2642,25647.99534,760,7377.924473,764,7416.755655,40,388.3118144,182,1766.818755,108,1048.441899,62,601.8833123,0,0,84,815.4548102,36,349.4806329,732,7106.106203,0,0,736,7144.937385,1348,13086.10814,156,1514.416076,1192,11571.69207,2096,20347.53907,384,3727.793418,2712,26327.54102,0,0,384,3727.793418,1992,19337.92836,326,3164.741287,4040,39219.49325,18780,182312.3969
52,Jharkhand,2002,27443,14139,13304,51521.33513,48478.66487,62878,229122.1805,334,1217.068105,822,2995.299348,2286,8329.993077,1120,4081.186459,2838,10341.43497,832,3031.738513,882,3213.934337,12,43.72699778,666,2426.848377,1176,4285.245782,230,838.1007907,0,0,1160,4226.943118,550,2004.154065,4588,16718.28882,72,262.3619867,6,21.86349889,936,3410.705827,580,2113.471559,356,1297.234267,2976,10844.29545,1594,5808.402871,7628,27795.79492,110,400.830813,1594,5808.402871,4562,16623.54699,1560,5684.509711,8748,31876.98138,25938,94515.9057
53,Karnataka,2002,53554,27243,26312,50870.14976,49131.71752,227398,424614.4079,874,1631.99761,3296,6154.535609,3152,5885.648131,8752,16342.38339,12960,24199.87303,304,567.6513426,5528,10322.29152,350,653.5459536,970,1811.255929,3652,6819.285207,110,205.4001569,0,0,356,664.7495985,466,870.1497554,45648,85237.33054,0,0,200,373.4548306,1290,2408.783658,690,1288.419166,600,1120.364492,3254,6076.110094,584,1090.488105,18884,35261.60511,132,246.4801882,584,1090.488105,13676,25536.84132,1944,3629.980954,27636,51603.9885,101016,188624.5659
54,Kerala,2002,32132,15615,16517,48596.41479,51403.58521,208400,648574.6297,904,2813.394747,4246,13214.24125,1124,3498.070459,3956,12311.71418,9248,28781.27723,64,199.1783891,5848,18199.92531,270,840.2838292,714,2222.083904,5672,17652.18474,420,1307.108179,0,0,274,852.7324785,34,105.8135192,38066,118467.5713,0,0,204,634.8811154,324,1008.340595,142,441.9270509,182,566.4135441,908,2825.843396,998,3105.938006,7530,23434.58235,8,24.89729864,998,3105.938006,16180,50354.78651,1220,3796.838043,11486,35746.29653,110188,342922.9429
55,Lakshadweep,2002,64,32,32,50000,50000,106,165625,4,6250,2,3125,0,0,0,0,18,28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15625,0,0,0,0,0,0,0,0,0,0,0,0,2,3125,24,37500,0,0,2,3125,36,56250,0,0,24,37500,10,15625
56,Madhya Pradesh,2002,61581,32091,29490,52111.85268,47888.14732,383598,622916.1592,2106,3419.886004,14236,23117.52001,5728,9301.57029,9690,15735.37292,26688,43338.04258,7358,11948.49061,2480,4027.216187,108,175.3787694,1014,1646.61178,6234,10123.2523,388,630.0644679,0,0,272,441.6946786,1348,2188.986863,59910,97286.50071,0,0,1566,2542.992157,1928,3130.83581,650,1055.520372,1278,2075.315438,4790,7778.3732,5782,9389.259674,31828,51684.7729,284,461.1812085,5782,9389.259674,6356,10321.36536,3658,5940.143876,41518,67420.14582,189846,308286.6469
57,Maharashtra,2002,98445,51231,47214,52040.22551,47959.77449,330924,336151.1504,2538,2578.089288,5372,5456.854081,2870,2915.333435,18244,18532.17533,28942,29399.15689,18814,19111.17883,8290,8420.945706,352,357.5600589,2936,2982.375946,10706,10875.10793,186,188.9379857,2,2.031591244,1096,1113.312002,606,615.5721469,58500,59424.04388,0,0,1538,1562.293667,1906,1936.106455,606,615.5721469,1300,1320.534308,5536,5623.444563,2702,2744.67977,56968,57867.84499,542,550.5612271,2704,2746.711362,12720,12920.92031,4272,4339.478897,75212,76400.02032,85286,86633.14541
58,Manipur,2002,2195,1109,1086,50523.918,49476.082,5168,235444.1913,96,4373.57631,116,5284.738041,320,14578.5877,230,10478.35991,88,4009.111617,50,2277.904328,144,6560.364465,24,1093.394077,56,2551.252847,20,911.1617312,6,273.3485194,0,0,6,273.3485194,0,0,756,34441.91344,0,0,0,0,314,14305.23918,150,6833.712984,164,7471.526196,330,15034.16856,28,1275.626424,280,12756.26424,16,728.929385,28,1275.626424,128,5831.43508,12,546.6970387,510,23234.62415,2148,97858.76993
59,Meghalaya,2002,2349,1191,1158,50702.42656,49297.57344,3328,141677.3095,46,1958.280119,46,1958.280119,116,4938.271605,102,4342.273308,308,13111.96254,24,1021.711367,66,2809.706258,16,681.140911,18,766.2835249,0,0,6,255.4278416,0,0,128,5449.127288,0,0,178,7577.692635,0,0,0,0,104,4427.415922,84,3575.989783,20,851.4261388,334,14218.81652,76,3235.419327,682,29033.63133,4,170.2852278,76,3235.419327,18,766.2835249,218,9280.544913,784,33375.90464,838,35674.75521
60,Mizoram,2002,900,465,435,51666.66667,48333.33333,5640,626666.6667,54,6000,146,16222.22222,52,5777.777778,60,6666.666667,892,99111.11111,26,2888.888889,170,18888.88889,32,3555.555556,52,5777.777778,6,666.6666667,10,1111.111111,0,0,10,1111.111111,0,0,224,24888.88889,0,0,0,0,14,1555.555556,10,1111.111111,4,444.4444444,58,6444.444444,152,16888.88889,1938,215333.3333,0,0,152,16888.88889,2,222.2222222,14,1555.555556,1998,222000,1728,192000
61,Nagaland,2002,2016,1060,956,52579.36508,47420.63492,2228,110515.873,12,595.2380952,2,99.20634921,68,3373.015873,162,8035.714286,256,12698.4127,48,2380.952381,42,2083.333333,6,297.6190476,20,992.0634921,0,0,10,496.031746,0,0,42,2083.333333,0,0,106,5257.936508,0,0,0,0,54,2678.571429,46,2281.746032,8,396.8253968,200,9920.634921,34,1686.507937,352,17460.31746,0,0,34,1686.507937,10,496.031746,220,10912.69841,514,25496.03175,584,28968.25397
62,Odisha,2002,37244,18879,18365,50690.04403,49309.95597,95456,256299.0012,810,2174.846955,3210,8618.837934,2744,7367.629685,2056,5520.352272,5768,15487.05832,5344,14348.61991,1586,4258.404038,24,64.43990978,492,1321.018151,2334,6266.781227,116,311.459564,0,0,492,1321.018151,496,1331.758136,9894,26565.35281,0,0,376,1009.558587,1046,2808.506068,182,488.6693159,864,2319.836752,2150,5772.741918,1382,3710.664805,8480,22768.76812,60,161.0997745,1382,3710.664805,3196,8581.247986,1890,5074.642895,10536,28289.1204,41510,111454.194
63,Puducherry,2002,974,484,489,49691.99179,50205.33881,8874,911088.2957,44,4517.453799,118,12114.98973,86,8829.568789,516,52977.41273,258,26488.70637,380,39014.37372,62,6365.50308,6,616.0164271,22,2258.726899,18,1848.049281,4,410.6776181,0,0,4,410.6776181,10,1026.694045,2186,224435.3183,0,0,52,5338.809035,20,2053.38809,8,821.3552361,12,1232.032854,58,5954.825462,12,1232.032854,536,55030.80082,0,0,12,1232.032854,386,39630.39014,12,1232.032854,1052,108008.2136,4084,419301.848
64,Punjab,2002,24699,13179,11520,53358.43556,46641.56444,57588,233159.2372,136,550.6295801,682,2761.245395,1456,5894.975505,2534,10259.52468,3856,15611.9681,4620,18705.21074,5432,21992.79323,78,315.8022592,746,3020.365197,1888,7644.034171,158,639.7020122,0,0,100,404.8746913,332,1344.183975,8906,36058.14001,0,0,290,1174.136605,1102,4461.719098,394,1595.206284,708,2866.512814,1466,5935.462974,598,2421.150654,3392,13733.34953,166,672.0919875,598,2421.150654,4,16.19498765,220,890.7243208,5926,23992.87421,19426,78650.95753
65,Rajasthan,2002,57664,30031,27633,52079.2869,47920.7131,302496,524583.7958,2260,3919.256382,5460,9468.645949,4086,7085.876804,9412,16322.14206,13322,23102.80244,9340,16197.2808,14572,25270.53274,126,218.5072142,1876,3253.329634,11382,19738.48502,136,235.8490566,0,0,94,163.0133185,798,1383.879023,53038,91977.66371,0,0,88,152.6082131,5174,8972.669256,1136,1970.033296,4038,7002.63596,2552,4425.63818,2102,3645.255272,23214,40257.35294,66,114.4561598,2102,3645.255272,14356,24895.94895,1468,2545.782464,32626,56579.49501,127574,221236.8202
66,Sikkim,2002,548,292,255,53284.67153,46532.84672,970,177007.2993,4,729.9270073,34,6204.379562,10,1824.817518,10,1824.817518,132,24087.59124,14,2554.744526,96,17518.24818,0,0,6,1094.890511,6,1094.890511,4,729.9270073,0,0,0,0,0,0,100,18248.17518,0,0,0,0,18,3284.671533,14,2554.744526,4,729.9270073,26,4744.525547,12,2189.781022,118,21532.84672,0,0,12,2189.781022,30,5474.452555,10,1824.817518,128,23357.66423,340,62043.79562
67,Tamil Nadu,2002,62989,31685,31304,50302.43376,49697.56624,333884,530067.1546,1700,2698.883932,3754,5959.770754,4266,6772.611091,9342,14831.161,11066,17568.14682,20250,32148.47037,4034,6404.292813,242,384.1940656,576,914.4453794,2104,3340.265761,72,114.3056724,0,0,352,558.8277318,486,771.5632888,50300,79855.21281,0,0,3436,5454.9207,2002,3178.332725,574,911.2702218,1428,2267.062503,3446,5470.796488,1068,1695.534141,28168,44718.91918,50,79.37893918,1068,1695.534141,8504,13500.76998,1306,2073.377891,37510,59550.08017,177360,281572.9731
68,Tripura,2002,3241,1663,1578,51311.32367,48688.67633,6150,189756.2481,80,2468.373959,256,7898.796668,76,2344.955261,102,3147.176797,384,11848.195,92,2838.630052,40,1234.186979,14,431.9654428,24,740.5121876,472,14563.40636,2,61.70934897,0,0,58,1789.57112,32,987.3495835,1036,31965.44276,0,0,0,0,256,7898.796668,160,4936.747917,96,2962.04875,402,12403.57914,216,6664.609688,438,13514.34742,0,0,216,6664.609688,360,11107.68281,112,3455.723542,540,16661.52422,1698,52391.23727
69,Uttar Pradesh,2002,169547,89337,80211,52691.58404,47309.00576,292074,172267.2769,1286,758.4917457,4290,2530.271842,12566,7411.514211,12706,7494.087185,12252,7226.314827,14626,8626.516541,10052,5928.739524,254,149.8109669,5476,3229.782892,11358,6699.027408,2486,1466.260093,2,1.179613912,1104,651.1468796,3786,2233.009136,27894,16452.07524,0,0,3774,2225.931453,6860,4046.075719,2264,1335.322949,4596,2710.752771,13650,8050.864952,2828,1667.974072,32132,18951.67712,118,69.59722083,2830,1669.153686,9756,5754.156665,5680,3350.103511,44838,26445.7643,97138,57292.66811
70,Uttarakhand,2002,8634,4400,4234,50961.31573,49038.68427,15952,184757.9338,80,926.5693769,290,3358.813991,498,5767.894371,748,8663.423674,1108,12832.98587,880,10192.26315,624,7227.24114,16,185.3138754,290,3358.813991,632,7319.898077,94,1088.719018,0,0,64,741.2555015,132,1528.839472,1520,17604.81816,2,23.16423442,194,2246.930739,396,4586.518416,86,996.0620801,310,3590.456335,584,6763.956451,178,2061.616864,1982,22955.75631,12,138.9854065,178,2061.616864,684,7922.168172,354,4100.069493,2730,31619.17999,4590,53161.918
71,West Bengal,2002,81278,42009,39269,51685.57297,48314.42703,117924,145087.2315,228,280.5187136,1928,2372.105613,826,1016.265164,4916,6048.377175,696,856.3202835,5406,6651.24634,2630,3235.807968,196,241.147666,902,1109.771402,8138,10012.54952,1080,1328.772854,0,0,408,501.9808558,546,671.7684982,6224,7657.668742,2,2.46069047,68,83.66347597,1662,2044.83378,274,337.1145944,1388,1707.719186,2888,3553.237038,1518,1867.664067,19982,24584.75848,1292,1589.606043,1518,1867.664067,4922,6055.759246,1088,1338.615616,24898,30633.13566,50378,61982.33224
72,A&N Islands,2003,378,209,169,55291.00529,44708.99471,1288,340740.7407,16,4232.804233,18,4761.904762,8,2116.402116,6,1587.301587,112,29629.62963,0,0,26,6878.306878,0,0,6,1587.301587,14,3703.703704,2,529.1005291,0,0,4,1058.201058,0,0,220,58201.0582,0,0,4,1058.201058,4,1058.201058,0,0,4,1058.201058,42,11111.11111,4,1058.201058,114,30158.73016,0,0,4,1058.201058,38,10052.91005,14,3703.703704,120,31746.03175,636,168253.9683
73,Andhra Pradesh,2003,78074,39414,38660,50482.87522,49517.12478,313902,402057.0228,2098,2687.1942,8256,10574.58309,3356,4298.486052,9042,11581.32029,18100,23183.13395,17030,21812.63929,15162,19420.0374,636,814.6117786,2198,2815.277813,16334,20921.17734,294,376.5658222,0,0,352,450.8543177,932,1193.739273,83090,106424.674,10,12.8083613,4572,5855.982786,2970,3804.083306,1108,1419.166432,1862,2384.916874,5334,6831.979916,1892,2423.341958,37774,48382.30397,10,12.8083613,1892,2423.341958,4656,5963.57302,1320,1690.703691,46816,59963.62425,78484,100525.1428
74,Arunachal Pradesh,2003,1127,595,532,52795.03106,47204.96894,4122,365749.7782,20,1774.622893,86,7630.878438,40,3549.245785,100,8873.114463,506,44897.95918,0,0,42,3726.708075,14,1242.236025,56,4968.944099,28,2484.47205,6,532.3868678,0,0,74,6566.104703,0,0,854,75776.39752,0,0,0,0,136,12067.43567,34,3016.858917,102,9050.576752,154,13664.59627,62,5501.330967,640,56787.93256,0,0,62,5501.330967,14,1242.236025,120,10647.73736,740,65661.04703,1170,103815.4392
75,Assam,2003,27478,14181,13298,51608.55957,48395.0797,76390,278004.2216,1354,4927.578426,1756,6390.566999,970,3530.096805,812,2955.091346,5212,18967.90159,4172,15183.05554,1788,6507.023801,116,422.1559065,1222,4447.194119,3616,13159.6186,96,349.3704054,0,0,942,3428.197103,120,436.7130068,9904,36043.38016,0,0,12,43.67130068,3256,11849.47958,554,2016.158381,2702,9833.321202,2382,8668.753184,2190,7970.012374,10238,37258.89803,52,189.2423029,2190,7970.012374,6680,24310.35738,1046,3806.681709,11050,40213.98937,18454,67159.18189
76,Bihar,2003,86194,44867,41328,52053.5072,47947.65297,184526,214082.1867,1338,1552.312226,1376,1596.398821,7080,8214.028819,2714,3148.711047,5972,6928.556512,5148,5972.573497,3894,4517.71585,184,213.4719354,2210,2563.983572,3760,4362.252593,596,691.4634429,0,0,2442,2833.143838,1818,2109.195536,17768,20613.96385,74,85.85284359,22,25.52381836,4854,5631.48247,3506,4067.568508,1348,1563.913962,7542,8750.029004,1970,2285.541917,17534,20342.48324,240,278.4416549,1970,2285.541917,16058,18630.06706,4926,5715.014966,20248,23491.19428,75006,87019.97819
77,Chandigarh,2003,957,544,412,56844.30512,43051.20167,5612,586415.883,8,835.9456635,22,2298.850575,30,3134.796238,1104,115360.5016,408,42633.22884,16,1671.891327,418,43678.16092,4,417.9728318,64,6687.565308,186,19435.73668,4,417.9728318,0,0,6,626.9592476,2,208.9864159,142,14838.03553,0,0,8,835.9456635,64,6687.565308,8,835.9456635,56,5851.619645,42,4388.714734,36,3761.755486,1372,143364.6813,2,208.9864159,36,3761.755486,92,9613.375131,24,2507.836991,2476,258725.1829,1558,162800.418
